title,project,issue_type
"Java/Linux: The file does not have a '.PS1' extension",PowerShell,AREA_BUILD
"Get-Culture and $PSCulture do not (consistently) reflect in-session changes to another culture",PowerShell,AREA_BUILD
"This project supports Office 365 PS management?",PowerShell,AREA_BUILD
"Get-ACL doesn't support -Credential? ",PowerShell,AREA_BUILD
"Why do handled exceptions show in ErrorVariable?",PowerShell,AREA_BUILD
"New-PSSession fails to connect to Windows Server 2016 PC",PowerShell,AREA_BUILD
"Strange Get-Random Input-Object parameter behaviour",PowerShell,AREA_BUILD
"Hang in Scripting.Classes.Inheritance.Tests.ps1",PowerShell,AREA_BUILD
"OpenSSH library load failing in PS 6.0",PowerShell,AREA_BUILD
"The element 'InheritMembers' (ETS) do not works.",PowerShell,AREA_BUILD
"missing path to system modules in $env:PSModulePath in microsoft/powershell Docker base image",PowerShell,AREA_BUILD
"Out-String concatenation behavior ",PowerShell,AREA_BUILD
"PowerShell as default shell (login shell) does not work on ArchLinux",PowerShell,AREA_BUILD
"Deserialized.Microsoft.PowerShell.Commands.MatchInfo not formatted correctly",PowerShell,AREA_BUILD
"Duplicated test completion functions",PowerShell,AREA_BUILD
"Question: Digitally signing updatable help",PowerShell,AREA_BUILD
"Runspace pools are they sharing states or objects between processes ?",PowerShell,AREA_BUILD
"To install an application using powershell, clicking, keystrokes and detection of new pop up dialog box",PowerShell,AREA_BUILD
"Get-Content on FileInfo behave un-intuitive",PowerShell,AREA_BUILD
"Move-CSUser command works in winform application but not window service",PowerShell,AREA_BUILD
"DSC Pullserver huge amount of "SendReport" requests. Normal?",PowerShell,AREA_BUILD
"Platform specific behavior for Split-Path",PowerShell,AREA_BUILD
"Listening to Windows RT events",PowerShell,AREA_BUILD
"PowerShell Remoting SPN?",PowerShell,AREA_BUILD
"Publish guidance for existing PS modules",PowerShell,AREA_BUILD
"File mode in Linux should reflect Linux modes",PowerShell,AREA_BUILD
"We have $PSEdition, so shall "$IsWindows , $IsLinux , $IsOSX , and $IsCore" be kept in PowerShell Core permanently?",PowerShell,AREA_BUILD
"Localization story",PowerShell,AREA_BUILD
"can't access discuss react",react,AREA_BUILD
"How to suppress error boundary logs from intentionally caught errors in Jest tests?",react,AREA_BUILD
"How to prevent React from modifying elements manipulated by external code? ",react,AREA_BUILD
"Dispatch blur event on siblings",react,AREA_BUILD
"Form disappears without calling onSubmit",react,AREA_BUILD
"onMouseLeave not working as expected",react,AREA_BUILD
"Sharing on iOS 11 leads to duplicated content on "Copy & Paste"",react-native,AREA_BUILD
"Errors with flow experimental.const_params=true",react-native,AREA_BUILD
"requestAnimationFrame returns Unix timestamp instead of elapsed time",react-native,AREA_BUILD
"Webview contentInset property doesn't work in Android. But, work well in iOS ",react-native,AREA_BUILD
"On iOS, orientation changes don't animate in a way that "looks native"",react-native,AREA_BUILD
"RequestBodyUtil.create uses inputStream.available() as contentLength",react-native,AREA_BUILD
"Switch of android will cause a NullPointerException",react-native,AREA_BUILD
"[CLI] Changing packager port not supported when running run-ios, run-android",react-native,AREA_BUILD
"RefreshControl offset not functioning correctly for iOS.",react-native,AREA_BUILD
"Touches pass through overlay Views in Android, but not iOS",react-native,AREA_BUILD
"Hope to add attribute ï¼ˆ keyboardType = numberSignedï¼‰ to TextInput of android",react-native,AREA_BUILD
"ScrollView inside KeyboardAvoidingView bottom padding bug?",react-native,AREA_BUILD
"[Modal-StatusBar-Android] Statusbar shows up with setHidden(true)",react-native,AREA_BUILD
"[Android Could not find generated setter for class com.facebook.react.views",react-native,AREA_BUILD
"NPM modules get required from /Users/node_modules/ instead of the project directory",react-native,AREA_BUILD
"[Android] es6 Polyfills",react-native,AREA_BUILD
"[Android] React Native for Android is incompatible with 3rd-party 64-bit libraries",react-native,AREA_BUILD
"[Touchable* + Text] "Touchable cannot transition" error about 20% of the time",react-native,AREA_BUILD
"[BUG] Swallowed errors in onSubmitSuccess when onSubmit returns a Promise",redux-form,AREA_BUILD
"Create a HOC to access form name of form in context",redux-form,AREA_BUILD
"PR request: documentation for redux-saga",redux-form,AREA_BUILD
"Example Request: File inputs",redux-form,AREA_BUILD
"[Question] Dismiss _error, but not field errors",redux-form,AREA_BUILD
"Remove Array Of Fields",redux-form,AREA_BUILD
"Selecting Form Values inside nested arrays",redux-form,AREA_BUILD
"Best practice to propagte validation-errors from redux action",redux-form,AREA_BUILD
"[blur event] Why does handleBlur updates field value?",redux-form,AREA_BUILD
"Form problems with reusing saved values, my code is given",redux-form,AREA_BUILD
"Async and sync validation results in error property",redux-form,AREA_BUILD
"Passing other params to handleSubmit/onSubmit",redux-form,AREA_BUILD
"Validate onSubmit, but don't validate onChange or onBlur",redux-form,AREA_BUILD
"the Field parse prop function not called for initialValues",redux-form,AREA_BUILD
"How to notify custom field components of validate/submit event?",redux-form,AREA_BUILD
"V6 - How to create a checkbox group",redux-form,AREA_BUILD
"Out of Memory issue when uploading large files",RestSharp,AREA_BUILD
"Cookies are not set during redirect",RestSharp,AREA_BUILD
"RestResponseCookie is not interchangeable with System.Net.Cookie",RestSharp,AREA_BUILD
"RestSharp Access/Refresh Token",RestSharp,AREA_BUILD
"Encoding Problem",RestSharp,AREA_BUILD
"AddJsonBody will convert DateTime to UTC ",RestSharp,AREA_BUILD
"System.Net.WebException: The server committed a protocol violation.",RestSharp,AREA_BUILD
"RestREsponse.Content returns string with UTF-8 BOM character",RestSharp,AREA_BUILD
"response content as json",RestSharp,AREA_BUILD
"Add ability to invoke HttpWebRequest.AddRange method with long parameters",RestSharp,AREA_BUILD
"can not support gbk charset",RestSharp,AREA_BUILD
"Invalid value for attribute at deserialization",RestSharp,AREA_BUILD
"Randomly occurring web exception",RestSharp,AREA_BUILD
"Different requests cookie issue",RestSharp,AREA_BUILD
"Get parameter optional encodeing",RestSharp,AREA_BUILD
"RFC: API for changing configuration during test",robolectric,AREA_BUILD
"Change existing cop message templates to use annotated template strings",rubocop,AREA_BUILD
"Help the parser project find more maintainers",rubocop,AREA_BUILD
"Add warning for private_class_method used without arguments",rubocop,AREA_BUILD
"Should Performance cops be disabled by default?",rubocop,AREA_BUILD
"TargetRubyVersion Ignored Yet Throwing Errors & Failing Test",rubocop,AREA_BUILD
"Is EndAlignment not a Layout cop?",rubocop,AREA_BUILD
"What is the maximum time users are ok with rubocop taking?",rubocop,AREA_BUILD
"Inconsistant functionality in Performance/CaseWhenSplat",rubocop,AREA_BUILD
"How to Ignore Code at all acosts",rubocop,AREA_BUILD
"Where 10 lines/method and other metrics came from?",rubocop,AREA_BUILD
"Add --styles flag for sass-convert",sass,AREA_BUILD
"Feature request: inline sourcemap as Data URI",sass,AREA_BUILD
"compile_file does not allow to pass a specific encoding",sass,AREA_BUILD
"`str-index` should have optional offset param",sass,AREA_BUILD
"[request] str-split function",sass,AREA_BUILD
"Color declaration values aren't compressed if terminated by a semicolon",sass,AREA_BUILD
"Inconsistencies in messages",sass,AREA_BUILD
"lots of errors generating the documentation",sass,AREA_BUILD
"Importer Test Harness",sass,AREA_BUILD
"posibility to use new css specs in combination with sass?",sass,AREA_BUILD
"Spaces around slash separators could be removed for more compression",sass,AREA_BUILD
"Nested media queries using the "not" keyword should not be merged",sass,AREA_BUILD
"Not able to use '--poll' with Sass -v 3.4.18. Sass doesn't listen for changes any longer.",sass,AREA_BUILD
"REPL output of division of complex units is inconsistent",sass,AREA_BUILD
"Support nested maps with "map-get"",sass,AREA_BUILD
"Support trailing comma in multi-line @include",sass,AREA_BUILD
"SourceMap: Require sourceRoot of source-map v3",sass,AREA_BUILD
"Properly handle escapes in identifiers",sass,AREA_BUILD
"Add inline sourcemap support",sass,AREA_BUILD
"Support "selector&"",sass,AREA_BUILD
"Add a flag to emit ASCII-only output",sass,AREA_BUILD
"Better traces for exceptions thrown from ruby functions",sass,AREA_BUILD
"Print a warning when a selector list contains multiple incompatible vendor prefixes",sass,AREA_BUILD
"Clean up tests",sass,AREA_BUILD
"Duplicate rules in the same rule set (could this be avoided?)",sass,AREA_BUILD
"is-type-of($object, $type_name)",sass,AREA_BUILD
"Feature: Add YUI-style optimisations for compressed CSS output",sass,AREA_BUILD
"Use hyphenated names in Sass function documentation",sass,AREA_BUILD
"Sass ignores linebreaks of combined selectors when referencing parent selector",sass,AREA_BUILD
"Make & resolve to an empty selector in root context instead of being an error",sass,AREA_BUILD
"Allow 'index' to be a possible file to import",sass,AREA_BUILD
"Improvements to the minifier",sass,AREA_BUILD
"rgb(80) as a shortcut for rgb(80,80,80)",sass,AREA_BUILD
"Make `&` perform semantically-aware selector unification",sass,AREA_BUILD
"Sass 3.2: media queries with ratio values rendered incorrectly",sass,AREA_BUILD
"Allow interpolation within unknown directives",sass,AREA_BUILD
"static colors are not compressed",sass,AREA_BUILD
"Underscores for Folders",sass,AREA_BUILD
"IE has limit of 4095 selectors in a CSS file -- sass should warn or throw optional exception",sass,AREA_BUILD
"Allow inline // comments?",sass,AREA_BUILD
"@supports/@document/@keyframes bubbling",sass,AREA_BUILD
"feature request: add --file-ext to config for .scss to .css and .min.css",sass,AREA_BUILD
"Shorthand for declaring multiple CSS properties like CoffeeScript variables",sass,AREA_BUILD
"Suggested alternative for deprecated angular.merge doesn't behave exactly like the deprecated method.",angular.js,DOCUMENTATION
"WIP - feat($injector): add support for non-string IDs (and other minor stuff)",angular.js,DOCUMENTATION
"Should CDN example on Download documentation page contain Subresource Integrity info?",angular.js,DOCUMENTATION
"Reminder to fix up animate.js",angular.js,DOCUMENTATION
"Version 1.5.11 - Providers must be declared in correct sequence or injection fails",angular.js,DOCUMENTATION
"ng-repeat track by $index with custom directive",angular.js,DOCUMENTATION
"ngCsp example in docs doesn't work",angular.js,DOCUMENTATION
"docs: change "Google Inc." to "Google LLC"",angular.js,DOCUMENTATION
"Issues with the table of contents in the doc app",angular.js,DOCUMENTATION
"Angular 1.2 HTML5 validation limitations unclear",angular.js,DOCUMENTATION
"Suggested alternative for deprecated angular.merge doesn't behave exactly like the deprecated method.",angular.js,DOCUMENTATION
"Supported Status for Versions",angular.js,DOCUMENTATION
"test(e2e): replace browser.getLocationAbsUrl() deprecated function with browser.getCurrentUrl()",angular.js,DOCUMENTATION
"Add BC note for ngClass deep watch change ",angular.js,DOCUMENTATION
"Document behavior change in watchGroup in master",angular.js,DOCUMENTATION
"Add missing / fix incorrect error docs ",angular.js,DOCUMENTATION
"docs(ngClass): Add docs for ngClassOdd and ngClassEven regarding animâ€¦",angular.js,DOCUMENTATION
"Incorrect quirks mode check in sce.js",angular.js,DOCUMENTATION
"Add Chinese version README.---Resolved my email issue in CLA, this is a new PR.",angular.js,DOCUMENTATION
"fix(docs-app): get rid of `document.write` for inserting scripts",angular.js,DOCUMENTATION
"ng-animate 1.5.8 - ng-animate-ref - Broken under js-based structural animations",angular.js,DOCUMENTATION
"docs(step_15): create new step about accessibility",angular.js,DOCUMENTATION
"$resource: enumerability of methods and properties, `toJSON`",angular.js,DOCUMENTATION
"$animate.animated conflicts with $animateProvider.classNameFilter",angular.js,DOCUMENTATION
"clarify how to test routes properly",angular.js,DOCUMENTATION
"Docs: how to unit test a service",angular.js,DOCUMENTATION
"Make it easy to link to document section",angular.js,DOCUMENTATION
"Integrate the angular github wiki with the official docs",angular.js,DOCUMENTATION
"docs(ngModel): ng-model scope inheritance update",angular.js,DOCUMENTATION
"Add animation lifecycle explanation back to $animate service doc (or somewhere else)",angular.js,DOCUMENTATION
"Documentation: jqLite",angular.js,DOCUMENTATION
"Document that injectable functions, such as Module.run() accept an array in addition to a function",angular.js,DOCUMENTATION
"(Feature Request) Add "Version added"",angular.js,DOCUMENTATION
"Testing docs don't have info about angular spying",angular.js,DOCUMENTATION
"ng-options documentation is horribly confusing",angular.js,DOCUMENTATION
"Allow Google Docs style comments/suggests to make improving the docs easier",angular.js,DOCUMENTATION
"add a banner to docs.angularjs.org for IE9 users",angular.js,DOCUMENTATION
"Bug: $asyncValidators destroys data bound model property",angular.js,DOCUMENTATION
"Documentation for ngAttr",angular.js,DOCUMENTATION
"Explain getting, setting and prototype chians",angular.js,DOCUMENTATION
"docs($locale): update",angular.js,DOCUMENTATION
"Accessing Angular documentation by something.ng/topic",angular.js,DOCUMENTATION
"Docs need sitemap.xml",angular.js,DOCUMENTATION
"Angular service word overloaded: rename one service and another SERVICE on angularjs.org API doc",angular.js,DOCUMENTATION
"Unhelpful error message when passing wrong type to module.directive()",angular.js,DOCUMENTATION
"Docs: Multiple definitions for 'template'.",angular.js,DOCUMENTATION
"update the individual doc pages for directives affected by $sce to refer back to sce docs",angular.js,DOCUMENTATION
